Oznaèení TSP	TSP	Oznaèení PSP	PSP	Skupina parametrù	Parametr	STUDIE	DUR	DSP	DPS	RDS	MSPS	Popis parametru	Guid	Datovı typ	Jednotka	IFC název	IFC Pset	Revit - systémové parametry	Revit - sdílené parametry	ArchiCAD	Allplan	Tekla	POZEMNÍ STAVBA	ARS	STA	PBR	PRT	KAN	VOD	PLN	UTCH	VZT	SIL	SLB	MAR	SHZ	EPS	OTK	GHZ	SILNIÈNÍ STAVBA	000	100	200	300	400	500	600	700	800	ELEZNIÈNÍ STAVBA	ISR
ZS	Základovı pas	02	elezobetonovı	Rozmìry	Plocha							Èíselná hodnota plochy jedné strany prvku.	aae79528-7ed3-494d-956f-14edf1a66518	number	m2	NetArea		Plocha	PLOCHA				x	x	x															x		x	x	x	x	x	x	x	x	x	
ZS	Základovı pas	02	elezobetonovı	Základní informace	Stavební objekt							Jednoznaèné oznaèení stavebního objektu, ve kterém se danı prvek nachází.	e070339f-4f9f-4364-9595-11b4791420cd	string	TEXT								x	x	x															x		x	x	x	x	x	x	x	x	x	
ZS	Základovı pas	02	elezobetonovı	Technické informace	Receptura betonu							Popis sloení a zpùsoby vıroby dané betonové smìsi.	ed778ca8-32b7-4e93-9274-6c99d02c34d6	string	TEXT	ConcreteDescription			RECEPTURA BETONU				x	x	x															x		x	x	x	x	x	x	x	x	x	
ZS	Základovı pas	02	elezobetonovı	Technické informace	Tøída betonu							Tøída dle normy ÈSN.	090dec39-9115-4f89-92f4-bc565897885c	string	TEXT	StrengthClass			TØÍDA BETONU				x	x	x															x		x	x	x	x	x	x	x	x	x	
ZS	Základovı pas	02	elezobetonovı	Technické informace	Stupeò vyztuení							Èíselná hodnota, která popisuje mnoství vıztue v kg/m3 betonu.	5921b4da-46d4-4313-adad-f9cb42099cb8	number	kg/m3	ReinforcementVolumeRatio			STUPEÒ VYZTUENÍ				x	x	x															x		x	x	x	x	x	x	x	x	x	
ZS	Základovı pas	02	elezobetonovı	Technické informace	Krytí vıztue							[mm] Èíselná hodnota krytí vıztue udávaná v mm	b40c9338-b6f1-4726-b34d-8a37721a145a	number	mm	ConcreteCover		Krytí vıztue	KRYTÍ VİZTUE				x	x	x															x		x	x	x	x	x	x	x	x	x	
ZS	Základovı pas	02	elezobetonovı	Technické informace	Tøída oceli							Tøída dle normy ÈSN.	1179ac4e-1224-41fc-a804-86143743f17e	string	TEXT	SteelClass			TØÍDA OCELI				x	x	x															x		x	x	x	x	x	x	x	x	x	
ZS	Základovı pas	03	Kamennı	Základní informace	Kód prvku							Jednoznaèné a unikátní identifikaèní kód prvku.	8472fd9c-65db-4cc3-b84a-cc7ae4276588	string	TEXT	Reference		Oznaèení	KÓD PRVKU				x	x	x															x		x	x	x	x	x	x	x	x	x	
ZS	Základovı pas	03	Kamennı	Rozmìry	Délka							Èíselná hodnota délky udávaná v mm.	bb212dba-9864-4827-9b83-93af56946f23	number	mm	Length		Délka	DÉLKA				x	x	x															x		x	x	x	x	x	x	x	x	x	
ZS	Základovı pas	03	Kamennı	Rozmìry	Šíøka							Èíselná hodnota šíøky prvku uvedená v mm.	f8795e7b-eda8-4278-82bf-fe7691e30a37	number	mm	Width		Šíøka	ŠÍØKA				x	x	x															x		x	x	x	x	x	x	x	x	x	
ZS	Základovı pas	03	Kamennı	Rozmìry	Vıška							Èíselná hodnota vıšky prvku udávaná v mm.	6dc41ac5-e7b0-4295-ad56-18fcf4b15656	number	mm	Height		Vıška	VİŠKA				x	x	x															x		x	x	x	x	x	x	x	x	x	
ZS	Základovı pas	03	Kamennı	Rozmìry	Objem							Èíselná hodnota objemu prvku udávaná v m3.	392b90c0-d704-4fa2-8993-f83cae64c544	number	m3	NetVolume		Objem	OBJEM				x	x	x															x		x	x	x	x	x	x	x	x	x	
ZS	Základovı pas	03	Kamennı	Rozmìry	Plocha							Èíselná hodnota plochy jedné strany prvku.	aae79528-7ed3-494d-956f-14edf1a66518	number	m2	NetArea		Plocha	PLOCHA				x	x	x															x		x	x	x	x	x	x	x	x	x	
ZS	Základovı pas	03	Kamennı	Základní informace	Stavební objekt							Jednoznaèné oznaèení stavebního objektu, ve kterém se danı prvek nachází.	e070339f-4f9f-4364-9595-11b4791420cd	string	TEXT								x	x	x															x		x	x	x	x	x	x	x	x	x	
ZS	Základovı pas	04	Gabion	Základní informace	Kód prvku							Jednoznaèné a unikátní identifikaèní kód prvku.	8472fd9c-65db-4cc3-b84a-cc7ae4276588	string	TEXT	Reference		Oznaèení	KÓD PRVKU				x	x	x															x		x	x	x	x	x	x	x	x	x	
ZS	Základovı pas	04	Gabion	Rozmìry	Délka							Èíselná hodnota délky udávaná v mm.	bb212dba-9864-4827-9b83-93af56946f23	number	mm	Length		Délka	DÉLKA				x	x	x															x		x	x	x	x	x	x	x	x	x	
ZS	Základovı pas	04	Gabion	Rozmìry	Šíøka							Èíselná hodnota šíøky prvku uvedená v mm.	f8795e7b-eda8-4278-82bf-fe7691e30a37	number	mm	Width		Šíøka	ŠÍØKA				x	x	x															x		x	x	x	x	x	x	x	x	x	
ZS	Základovı pas	04	Gabion	Rozmìry	Vıška							Èíselná hodnota vıšky prvku udávaná v mm.	6dc41ac5-e7b0-4295-ad56-18fcf4b15656	number	mm	Height		Vıška	VİŠKA				x	x	x															x		x	x	x	x	x	x	x	x	x	
ZS	Základovı pas	04	Gabion	Rozmìry	Objem							Èíselná hodnota objemu prvku udávaná v m3.	392b90c0-d704-4fa2-8993-f83cae64c544	number	m3	NetVolume		Objem	OBJEM				x	x	x															x		x	x	x	x	x	x	x	x	x	
ZS	Základovı pas	04	Gabion	Rozmìry	Plocha							Èíselná hodnota plochy jedné strany prvku.	aae79528-7ed3-494d-956f-14edf1a66518	number	m2	NetArea		Plocha	PLOCHA				x	x	x															x		x	x	x	x	x	x	x	x	x	
ZS	Základovı pas	04	Gabion	Základní informace	Stavební objekt							Jednoznaèné oznaèení stavebního objektu, ve kterém se danı prvek nachází.	e070339f-4f9f-4364-9595-11b4791420cd	string	TEXT								x	x	x															x		x	x	x	x	x	x	x	x	x	
ZS	Základovı pas	04	Gabion	Technické informace	Povrchová úprava							Povrchová úprava.	f43f8083-819f-42c3-9b3f-26da7449f408	string	TEXT				POVRCHOVÁ ÚPRAVA				x	x	x															x		x	x							x	
ZS	Základovı pas	04	Gabion	Technické informace	Technologie provedení							Napøíklad CFA, Franki, beranìné, stálé, doèasné, záporové atd.	df210bd1-69c7-4860-bcfa-fe8a7306156e	string	TEXT	ExecutionTechnology			TECHNOLOGIE PROVEDENÍ				x	x	x															x		x	x							x	
ZS	Základovı pas	04	Gabion	Technické informace	Tlouška drátu								42b4fa74-f60c-48ce-88e3-54f1a425b924	number	mm								x	x	x															x		x	x							x	
ZD	Základová deska	02	elezobetonová	Základní informace	Kód prvku							Jednoznaèné a unikátní identifikaèní kód prvku.	8472fd9c-65db-4cc3-b84a-cc7ae4276588	string	TEXT	Reference		Oznaèení	KÓD PRVKU				x	x	x															x		x	x	x	x	x	x	x	x	x	
ZD	Základová deska	02	elezobetonová	Rozmìry	Objem							Èíselná hodnota objemu prvku udávaná v m3.	392b90c0-d704-4fa2-8993-f83cae64c544	number	m3	NetVolume		Objem	OBJEM				x	x	x															x		x	x	x	x	x	x	x	x	x	
ZD	Základová deska	02	elezobetonová	Rozmìry	Obvod							[m] Èíselná hodnota obvodu prvku udávaná v m	a8c33f96-c035-46ee-a099-f0ed6eb82ae4	number	m	Perimeter			OBVOD				x	x	x															x		x	x	x	x	x	x	x	x	x	
ZD	Základová deska	02	elezobetonová	Rozmìry	Plocha							Èíselná hodnota plochy jedné strany prvku.	aae79528-7ed3-494d-956f-14edf1a66518	number	m2	NetArea		Plocha	PLOCHA				x	x	x															x		x	x	x	x	x	x	x	x	x	
ZD	Základová deska	02	elezobetonová	Rozmìry	Tlouška							Èíselná hodnota tloušky prvku udávaná v mm	32301c0b-8310-4010-966f-cfbdede134a1	number	mm	Thickness		Tlouška	TLOUŠKA				x	x	x															x		x	x	x	x	x	x	x	x	x	
ZD	Základová deska	02	elezobetonová	Základní informace	Stavební objekt							Jednoznaèné oznaèení stavebního objektu, ve kterém se danı prvek nachází.	e070339f-4f9f-4364-9595-11b4791420cd	string	TEXT								x	x	x															x		x	x	x	x	x	x	x	x	x	
ZD	Základová deska	02	elezobetonová	Technické informace	Poèet zábìrù							Èíselná hodnota popisující pøedpokládanı poèet zábìrù nutnı k realizaci konstrukce.	43079af1-ba3e-45c4-bd16-f5c2a737c300	integer	celé èíslo				POÈET ZÁBÌRÙ				x	x	x															x		x	x	x	x	x	x	x	x	x	
ZD	Základová deska	02	elezobetonová	Technické informace	Technické øešení hydroizolace							Podrobnı popis øešení hydroizolace.	f99e3e24-f694-4ddf-9cfc-f7b646500f8b	string	TEXT	SubstructureWaterproofSystem			TECHNICKÉ ØEŠENÍ HYDROIZOLACE				x	x	x															x		x	x	x	x	x	x	x	x	x	
ZD	Základová deska	02	elezobetonová	Technické informace	Receptura betonu							Popis sloení a zpùsoby vıroby dané betonové smìsi.	ed778ca8-32b7-4e93-9274-6c99d02c34d6	string	TEXT	ConcreteDescription			RECEPTURA BETONU				x	x	x															x		x	x	x	x	x	x	x	x	x	
ZD	Základová deska	02	elezobetonová	Technické informace	Tøída betonu							Tøída dle normy ÈSN.	090dec39-9115-4f89-92f4-bc565897885c	string	TEXT	StrengthClass			TØÍDA BETONU				x	x	x															x		x	x	x	x	x	x	x	x	x	
ZD	Základová deska	02	elezobetonová	Technické informace	Stupeò vyztuení							Èíselná hodnota, která popisuje mnoství vıztue v kg/m3 betonu.	5921b4da-46d4-4313-adad-f9cb42099cb8	number	kg/m3	ReinforcementVolumeRatio			STUPEÒ VYZTUENÍ				x	x	x															x		x	x	x	x	x	x	x	x	x	
ZD	Základová deska	02	elezobetonová	Technické informace	Krytí vıztue							[mm] Èíselná hodnota krytí vıztue udávaná v mm	b40c9338-b6f1-4726-b34d-8a37721a145a	number	mm	ConcreteCover		Krytí vıztue	KRYTÍ VİZTUE				x	x																x		x	x	x	x	x	x	x	x	x	
ZD	Základová deska	02	elezobetonová	Technické informace	Povrch 1							Jednoznaèné kódové oznaèení líce povrchu prvku.	4d11e391-acb8-43d4-8eb7-dd7cc5256f57	string	TEXT	SurfaceObverseID			KÓD POVRCHU 1				x	x	x																										
ZD	Základová deska	02	elezobetonová	Technické informace	Povrch 2							Jednoznaèné kódové oznaèení povrchu na druhé lícové stranì prvku. Pouije se napø. v pøípadech, kde není stejná omítka na obou stranách stìny, stejnı povrch prvku na obou stranách apod..	2dd44d1c-042a-4dae-8487-8f893c3e74ac	string	TEXT	SurfaceReverseID			KÓD POVRCHU 2				x	x	x																										
ZD	Základová deska	02	elezobetonová	Technické informace	Tøída oceli							Tøída dle normy ÈSN.	1179ac4e-1224-41fc-a804-86143743f17e	string	TEXT	SteelClass			TØÍDA OCELI				x	x	x															x		x	x	x	x	x	x	x	x	x	
ZO	Opìrné a podpùrné stìny	01	Betonová	Základní informace	Kód prvku							Jednoznaèné a unikátní identifikaèní kód prvku.	8472fd9c-65db-4cc3-b84a-cc7ae4276588	string	TEXT	Reference		Oznaèení	KÓD PRVKU				x	x																x		x	x							x	
ZO	Opìrné a podpùrné stìny	01	Betonová	Rozmìry	Délka							Èíselná hodnota délky udávaná v mm.	bb212dba-9864-4827-9b83-93af56946f23	number	mm	Length		Délka	DÉLKA				x	x																x		x	x							x	
ZO	Opìrné a podpùrné stìny	01	Betonová	Rozmìry	Objem							Èíselná hodnota objemu prvku udávaná v m3.	392b90c0-d704-4fa2-8993-f83cae64c544	number	m3	NetVolume		Objem	OBJEM				x	x																x		x	x							x	
ZO	Opìrné a podpùrné stìny	01	Betonová	Rozmìry	Tlouška							Èíselná hodnota tloušky prvku udávaná v mm	32301c0b-8310-4010-966f-cfbdede134a1	number	mm	Thickness		Tlouška	TLOUŠKA				x	x																x		x	x							x	
ZO	Opìrné a podpùrné stìny	01	Betonová	Základní informace	Stavební objekt							Jednoznaèné oznaèení stavebního objektu, ve kterém se danı prvek nachází.	e070339f-4f9f-4364-9595-11b4791420cd	string	TEXT								x	x																x		x	x							x	
ZO	Opìrné a podpùrné stìny	01	Betonová	Technické informace	Receptura betonu							Popis sloení a zpùsoby vıroby dané betonové smìsi.	ed778ca8-32b7-4e93-9274-6c99d02c34d6	string	TEXT	ConcreteDescription			RECEPTURA BETONU				x	x																x		x	x							x	
ZO	Opìrné a podpùrné stìny	01	Betonová	Technické informace	Tøída betonu							Tøída dle normy ÈSN.	090dec39-9115-4f89-92f4-bc565897885c	string	TEXT	StrengthClass			TØÍDA BETONU				x	x																x		x	x							x	
ZO	Opìrné a podpùrné stìny	01	Betonová	Technické informace	Technologie provedení							Napøíklad CFA, Franki, beranìné, stálé, doèasné, záporové atd.	df210bd1-69c7-4860-bcfa-fe8a7306156e	string	TEXT	ExecutionTechnology			TECHNOLOGIE PROVEDENÍ				x	x																x		x	x							x	
ZO	Opìrné a podpùrné stìny	02	elezobetonová	Základní informace	Kód prvku							Jednoznaèné a unikátní identifikaèní kód prvku.	8472fd9c-65db-4cc3-b84a-cc7ae4276588	string	TEXT	Reference		Oznaèení	KÓD PRVKU				x	x																x		x	x							x	
ZO	Opìrné a podpùrné stìny	02	elezobetonová	Rozmìry	Délka							Èíselná hodnota délky udávaná v mm.	bb212dba-9864-4827-9b83-93af56946f23	number	mm	Length		Délka	DÉLKA				x	x																x		x	x							x	
ZO	Opìrné a podpùrné stìny	02	elezobetonová	Rozmìry	Objem							Èíselná hodnota objemu prvku udávaná v m3.	392b90c0-d704-4fa2-8993-f83cae64c544	number	m3	NetVolume		Objem	OBJEM				x	x																x		x	x							x	
ZO	Opìrné a podpùrné stìny	02	elezobetonová	Rozmìry	Tlouška							Èíselná hodnota tloušky prvku udávaná v mm	32301c0b-8310-4010-966f-cfbdede134a1	number	mm	Thickness		Tlouška	TLOUŠKA				x	x																x		x	x							x	
ZO	Opìrné a podpùrné stìny	02	elezobetonová	Základní informace	Stavební objekt							Jednoznaèné oznaèení stavebního objektu, ve kterém se danı prvek nachází.	e070339f-4f9f-4364-9595-11b4791420cd	string	TEXT								x	x																x		x	x							x	
ZO	Opìrné a podpùrné stìny	02	elezobetonová	Technické informace	Receptura betonu							Popis sloení a zpùsoby vıroby dané betonové smìsi.	ed778ca8-32b7-4e93-9274-6c99d02c34d6	string	TEXT	ConcreteDescription			RECEPTURA BETONU				x	x																x		x	x							x	
ZO	Opìrné a podpùrné stìny	02	elezobetonová	Technické informace	Tøída betonu							Tøída dle normy ÈSN.	090dec39-9115-4f89-92f4-bc565897885c	string	TEXT	StrengthClass			TØÍDA BETONU				x	x																x		x	x							x	
ZO	Opìrné a podpùrné stìny	02	elezobetonová	Technické informace	Stupeò vyztuení							Èíselná hodnota, která popisuje mnoství vıztue v kg/m3 betonu.	5921b4da-46d4-4313-adad-f9cb42099cb8	number	kg/m3	ReinforcementVolumeRatio			STUPEÒ VYZTUENÍ				x	x																x		x	x							x	
ZO	Opìrné a podpùrné stìny	02	elezobetonová	Technické informace	Technologie provedení							Napøíklad CFA, Franki, beranìné, stálé, doèasné, záporové atd.	df210bd1-69c7-4860-bcfa-fe8a7306156e	string	TEXT	ExecutionTechnology			TECHNOLOGIE PROVEDENÍ				x	x																x		x	x							x	
ZO	Opìrné a podpùrné stìny	02	elezobetonová	Technické informace	Tøída oceli							Tøída dle normy ÈSN.	1179ac4e-1224-41fc-a804-86143743f17e	string	TEXT	SteelClass			TØÍDA OCELI				x	x																x		x	x							x	
ZO	Opìrné a podpùrné stìny	03	Gabionová	Základní informace	Kód prvku							Jednoznaèné a unikátní identifikaèní kód prvku.	8472fd9c-65db-4cc3-b84a-cc7ae4276588	string	TEXT	Reference		Oznaèení	KÓD PRVKU				x	x																x		x	x							x	
ZO	Opìrné a podpùrné stìny	03	Gabionová	Rozmìry	Délka							Èíselná hodnota délky udávaná v mm.	bb212dba-9864-4827-9b83-93af56946f23	number	mm	Length		Délka	DÉLKA				x	x																x		x	x							x	
ZO	Opìrné a podpùrné stìny	03	Gabionová	Rozmìry	Objem							Èíselná hodnota objemu prvku udávaná v m3.	392b90c0-d704-4fa2-8993-f83cae64c544	number	m3	NetVolume		Objem	OBJEM				x	x																x		x	x							x	
ZO	Opìrné a podpùrné stìny	03	Gabionová	Rozmìry	Tlouška							Èíselná hodnota tloušky prvku udávaná v mm	32301c0b-8310-4010-966f-cfbdede134a1	number	mm	Thickness		Tlouška	TLOUŠKA				x	x																x		x	x							x	
ZO	Opìrné a podpùrné stìny	03	Gabionová	Základní informace	Stavební objekt							Jednoznaèné oznaèení stavebního objektu, ve kterém se danı prvek nachází.	e070339f-4f9f-4364-9595-11b4791420cd	string	TEXT								x	x																x		x	x							x	
ZO	Opìrné a podpùrné stìny	04	Ocelová	Základní informace	Kód prvku							Jednoznaèné a unikátní identifikaèní kód prvku.	8472fd9c-65db-4cc3-b84a-cc7ae4276588	string	TEXT	Reference		Oznaèení	KÓD PRVKU				x	x																x		x	x							x	
ZO	Opìrné a podpùrné stìny	04	Ocelová	Rozmìry	Délka							Èíselná hodnota délky udávaná v mm.	bb212dba-9864-4827-9b83-93af56946f23	number	mm	Length		Délka	DÉLKA				x	x																x		x	x							x	
ZO	Opìrné a podpùrné stìny	04	Ocelová	Rozmìry	Objem							Èíselná hodnota objemu prvku udávaná v m3.	392b90c0-d704-4fa2-8993-f83cae64c544	number	m3	NetVolume		Objem	OBJEM				x	x																x		x	x							x	
ZO	Opìrné a podpùrné stìny	04	Ocelová	Rozmìry	Tlouška							Èíselná hodnota tloušky prvku udávaná v mm	32301c0b-8310-4010-966f-cfbdede134a1	number	mm	Thickness		Tlouška	TLOUŠKA				x	x																x		x	x							x	
ZO	Opìrné a podpùrné stìny	04	Ocelová	Základní informace	Stavební objekt							Jednoznaèné oznaèení stavebního objektu, ve kterém se danı prvek nachází.	e070339f-4f9f-4364-9595-11b4791420cd	string	TEXT								x	x																x		x	x							x	
ZO	Opìrné a podpùrné stìny	04	Ocelová	Technické informace	Tøída oceli							Tøída dle normy ÈSN.	1179ac4e-1224-41fc-a804-86143743f17e	string	TEXT	SteelClass			TØÍDA OCELI				x	x																x		x	x							x	
ZO	Opìrné a podpùrné stìny	05	Kamenná	Základní informace	Kód prvku							Jednoznaèné a unikátní identifikaèní kód prvku.	8472fd9c-65db-4cc3-b84a-cc7ae4276588	string	TEXT	Reference		Oznaèení	KÓD PRVKU				x	x																x		x	x							x	
ZO	Opìrné a podpùrné stìny	05	Kamenná	Rozmìry	Délka							Èíselná hodnota délky udávaná v mm.	bb212dba-9864-4827-9b83-93af56946f23	number	mm	Length		Délka	DÉLKA				x	x																x		x	x							x	
ZO	Opìrné a podpùrné stìny	05	Kamenná	Rozmìry	Objem							Èíselná hodnota objemu prvku udávaná v m3.	392b90c0-d704-4fa2-8993-f83cae64c544	number	m3	NetVolume		Objem	OBJEM				x	x																x		x	x							x	
ZO	Opìrné a podpùrné stìny	05	Kamenná	Rozmìry	Tlouška							Èíselná hodnota tloušky prvku udávaná v mm	32301c0b-8310-4010-966f-cfbdede134a1	number	mm	Thickness		Tlouška	TLOUŠKA				x	x																x		x	x							x	
ZO	Opìrné a podpùrné stìny	05	Kamenná	Základní informace	Stavební objekt							Jednoznaèné oznaèení stavebního objektu, ve kterém se danı prvek nachází.	e070339f-4f9f-4364-9595-11b4791420cd	string	TEXT								x	x																x		x	x							x	
ZO	Opìrné a podpùrné stìny	06	Ztracené bednìní	Základní informace	Kód prvku							Jednoznaèné a unikátní identifikaèní kód prvku.	8472fd9c-65db-4cc3-b84a-cc7ae4276588	string	TEXT	Reference		Oznaèení	KÓD PRVKU				x	x																x		x	x							x	
ZO	Opìrné a podpùrné stìny	06	Ztracené bednìní	Rozmìry	Délka							Èíselná hodnota délky udávaná v mm.	bb212dba-9864-4827-9b83-93af56946f23	number	mm	Length		Délka	DÉLKA				x	x																x		x	x							x	
ZO	Opìrné a podpùrné stìny	06	Ztracené bednìní	Rozmìry	Objem							Èíselná hodnota objemu prvku udávaná v m3.	392b90c0-d704-4fa2-8993-f83cae64c544	number	m3	NetVolume		Objem	OBJEM				x	x																x		x	x							x	
ZO	Opìrné a podpùrné stìny	06	Ztracené bednìní	Rozmìry	Tlouška							Èíselná hodnota tloušky prvku udávaná v mm	32301c0b-8310-4010-966f-cfbdede134a1	number	mm	Thickness		Tlouška	TLOUŠKA				x	x																x		x	x							x	
ZO	Opìrné a podpùrné stìny	06	Ztracené bednìní	Základní informace	Stavební objekt							Jednoznaèné oznaèení stavebního objektu, ve kterém se danı prvek nachází.	e070339f-4f9f-4364-9595-11b4791420cd	string	TEXT								x	x																x		x	x							x	
ZO	Opìrné a podpùrné stìny	06	Ztracené bednìní	Technické informace	Pevnost malty							Pevnost malty v tlaku, znaèení dle ÈSN EN 998-2 ed.	4eb043bf-e9a4-4d82-9f7c-fdac4f2af1be	string	TEXT	CompressiveStrengthMortar			PEVNOST MALTY				x	x																											
ZO	Opìrné a podpùrné stìny	06	Ztracené bednìní	Technické informace	Pevnost zdiva							Charakteristická pevnost zdiva v tlaku uvedená v MPa.	9000227e-d000-4ed2-a008-05e32427cff8	number	MPa	CompressiveStrengthMansory			PEVNOST ZDIVA				x	x																											
DZ	Podkladní beton	01	Beton	Základní informace	Kód prvku							Jednoznaèné a unikátní identifikaèní kód prvku.	8472fd9c-65db-4cc3-b84a-cc7ae4276588	string	TEXT	Reference		Oznaèení	KÓD PRVKU				x	x																x		x	x							x	
DZ	Podkladní beton	01	Beton	Technické informace	Poèet zábìrù							Èíselná hodnota popisující pøedpokládanı poèet zábìrù nutnı k realizaci konstrukce.	43079af1-ba3e-45c4-bd16-f5c2a737c300	integer	celé èíslo				POÈET ZÁBÌRÙ				x	x																x		x	x							x	
